userId,itemId,rating
9,77527,1.0
15,81035,2.0
15,73006,1.0
32,83849,3.0
45,84393,5.0
46,72816,5.0
72,83509,2.0
91,72218,5.0
94,80871,4.0
130,85696,4.0
144,73225,5.0
158,79709,5.0
177,82164,4.0
178,74269,3.0
182,80285,5.0
190,80875,4.0
199,83040,2.0
219,76284,5.0
222,72823,1.0
228,77613,1.0
257,71195,4.0
281,76863,4.0
292,75710,5.0
299,69893,4.0
307,78946,1.0
315,83477,1.0
320,71779,5.0
374,74603,5.0
378,74601,3.0
388,83350,1.0
427,84079,3.0
432,69856,2.0
433,69687,2.0
438,74727,1.0
442,80663,2.0
445,76007,3.0
457,84094,3.0
460,79817,2.0
466,77929,3.0
476,82090,5.0
481,69924,2.0
492,83264,5.0
493,84197,2.0
505,73070,3.0
521,84393,5.0
528,72390,5.0
538,85484,3.0
550,77335,1.0
557,78979,5.0
560,76007,2.0
614,76343,5.0
632,75559,4.0
637,79713,1.0
651,70430,2.0
656,85357,5.0
661,81071,5.0
670,85785,3.0
671,78085,5.0
674,73152,5.0
675,78351,5.0
695,75782,4.0
696,74822,5.0
701,72103,5.0
709,79145,2.0
711,79197,5.0
715,78570,4.0
716,83015,1.0
732,76801,2.0
741,70725,4.0
744,71055,5.0
745,78214,5.0
760,84808,5.0
764,80677,5.0
766,85751,2.0
767,69959,3.0
768,81246,4.0
772,77117,1.0
781,75428,2.0
781,82903,5.0
795,85800,5.0
810,70725,2.0
816,82911,5.0
830,78167,1.0
855,83350,5.0
868,78085,5.0
886,75318,1.0
888,78545,3.0
896,80411,1.0
913,73483,2.0
923,69725,2.0
958,80871,5.0
975,70725,5.0
987,78558,5.0
1042,78096,5.0
1047,78187,3.0
1077,74274,3.0
1082,78652,3.0
1094,76801,1.0
1102,74012,1.0
1114,78988,4.0
1116,80247,2.0
1119,76773,2.0
1129,82824,1.0
1146,71944,3.0
1152,85385,1.0
1169,70709,2.0
1172,74391,5.0
1176,74498,3.0
1180,72534,3.0
1184,82628,2.0
1192,84793,5.0
1194,83946,5.0
1235,84298,3.0
1239,83254,3.0
1246,72197,5.0
1251,84362,5.0
1260,80132,5.0
1302,71004,3.0
1311,73152,1.0
1311,75392,3.0
1312,78884,1.0
1329,75991,3.0
1331,80437,5.0
1345,85032,4.0
1357,73939,5.0
1361,80285,3.0
1368,71371,3.0
1375,78119,5.0
1385,74872,3.0
1404,76801,2.0
1418,71020,1.0
1421,80986,5.0
1445,71724,2.0
1459,80843,4.0
1460,75464,3.0
1479,85184,3.0
1495,71286,3.0
1505,75952,3.0
1523,85751,2.0
1533,71370,5.0
1534,81805,5.0
1552,74216,4.0
1575,80483,3.0
1583,74216,5.0
1589,80421,3.0
1605,83272,5.0
1607,85593,5.0
1611,75353,5.0
1648,84298,2.0
1678,74892,1.0
1688,80397,1.0
1711,79713,4.0
1724,82269,1.0
1737,74012,5.0
1745,69906,3.0
1753,73523,5.0
1755,75674,1.0
1776,70612,4.0
1791,82622,5.0
1820,85771,5.0
1824,80437,4.0
1826,71055,3.0
1832,72300,5.0
1840,76938,5.0
1845,72458,2.0
1869,76836,2.0
1874,73124,3.0
1876,83169,1.0
1883,78812,3.0
1889,84820,1.0
1919,78974,4.0
1928,76627,1.0
1933,84273,3.0
1938,78558,3.0
1946,75728,5.0
1952,78699,3.0
1973,72823,3.0
1973,81031,2.0
1977,80285,3.0
1997,72661,5.0
2004,80437,5.0
2009,72210,4.0
2011,71285,3.0
2017,74884,5.0
2031,78380,2.0
2042,76263,4.0
2052,73300,1.0
2079,73617,1.0
2079,73659,3.0
2094,72988,4.0
2102,85240,5.0
2102,79520,2.0
2103,82911,5.0
2104,85628,5.0
2122,78946,5.0
2143,72060,1.0
2157,71149,3.0
2178,84913,5.0
2192,69798,1.0
2193,80891,3.0
2193,77293,5.0
2208,78119,1.0
2226,69886,3.0
2267,73566,3.0
2292,71728,4.0
2301,83254,3.0
2304,85184,5.0
2308,79400,5.0
2324,74418,4.0
2347,70637,1.0
2353,78899,1.0
2385,78964,5.0
2391,71779,2.0
2416,85069,1.0
2418,76870,5.0
2422,81998,5.0
2423,82473,5.0
2455,71944,3.0
2460,70960,1.0
2465,84622,3.0
2467,73523,3.0
2470,73597,1.0
2491,71409,3.0
2513,71840,5.0
2520,71188,2.0
2523,79948,5.0
2527,83094,2.0
2555,74822,4.0
2568,70302,3.0
2602,83849,3.0
2619,83183,5.0
2621,75953,3.0
2633,85800,5.0
2642,78091,4.0
2679,85742,3.0
2680,83295,3.0
2694,69798,4.0
2699,74128,1.0
2700,72511,1.0
2704,75688,3.0
2705,70509,2.0
2718,80871,2.0
2718,79572,5.0
2720,74731,5.0
2735,76007,1.0
2747,84595,1.0
2751,85075,1.0
2756,83902,1.0
2763,77513,1.0
2764,81998,4.0
2769,75464,4.0
2782,69906,1.0
2800,83908,5.0
2805,72745,5.0
2835,80628,5.0
2851,80614,1.0
2862,78515,3.0
2870,75709,2.0
2875,73647,1.0
2899,75647,5.0
2904,85484,5.0
2952,83254,1.0
2970,80483,5.0
3011,71728,2.0
3038,78152,5.0
3050,83316,4.0
3050,78338,3.0
3052,79464,3.0
3069,69690,1.0
3072,72810,5.0
3075,78096,1.0
3080,72303,3.0
3082,77433,3.0
3089,73124,2.0
3110,77090,5.0
3131,83454,3.0
3133,72007,2.0
3139,84193,5.0
3151,71350,2.0
3151,76773,5.0
3156,69751,1.0
3166,82030,4.0
3166,84809,2.0
3188,75728,5.0
3209,80796,5.0
3210,84094,1.0
3222,85253,4.0
3257,85785,3.0
3264,70658,3.0
3292,70765,1.0
3300,80472,5.0
3306,80835,5.0
3341,80386,2.0
3344,85285,5.0
3347,77786,4.0
3371,81433,5.0
3378,72458,5.0
3382,75598,5.0
3392,70335,5.0
3397,71350,5.0
3413,74340,4.0
3468,71020,2.0
3495,78570,2.0
3506,76449,2.0
3543,75594,5.0
3574,75594,5.0
3611,71371,3.0
3618,75318,3.0
3634,71724,5.0
3634,74269,2.0
3664,75455,1.0
3667,80167,5.0
3671,83338,5.0
3674,73890,5.0
3707,73897,4.0
3715,75953,2.0
3728,80239,2.0
3737,72055,5.0
3743,83110,4.0
3755,83946,5.0
3765,71055,5.0
3800,81019,3.0
3812,71591,5.0
3814,80132,1.0
3842,78112,5.0
3845,79572,2.0
3856,71784,2.0
3877,78527,5.0
3878,73939,1.0
3886,73300,3.0
3899,80239,4.0
3908,77233,2.0
3911,69752,5.0
3927,70120,5.0
3928,80485,2.0
3944,80239,3.0
3946,76627,4.0
3957,85696,2.0
3986,77673,1.0
3994,84793,5.0
3995,83211,2.0
4000,79764,4.0
4012,84647,3.0
4019,71149,2.0
4031,74884,4.0
4051,80827,5.0
4052,72432,4.0
4063,74281,1.0
4078,85534,3.0
4091,75952,4.0
4113,81832,1.0
4119,72432,5.0
4140,85466,5.0
4141,83749,1.0
4164,78974,3.0
4198,71095,5.0
4217,84793,5.0
4218,83174,1.0
4234,80820,4.0
4254,73943,3.0
4262,82745,5.0
4264,81035,1.0
4272,75855,5.0
4296,69701,5.0
4325,80374,3.0
4326,71591,1.0
4335,80473,2.0
4395,70509,5.0
4413,73523,5.0
4418,83713,1.0
4436,81031,2.0
4440,74841,3.0
4442,72816,5.0
4444,70658,1.0
4449,78511,3.0
4459,78023,4.0
4474,73647,4.0
4480,73086,3.0
4491,78564,5.0
4515,76670,3.0
4526,84179,3.0
4535,84078,5.0
4550,76332,2.0
4558,76284,1.0
4578,71095,2.0
4596,75698,1.0
4613,69751,2.0
4626,73699,5.0
4666,76381,3.0
4667,74503,5.0
4694,75389,5.0
4708,77920,3.0
4727,85595,5.0
4728,77186,4.0
4737,80738,2.0
4751,69687,1.0
4765,71286,1.0
4802,84179,3.0
4827,77186,2.0
4836,78119,5.0
4852,78979,4.0
4864,70509,1.0
4869,81035,3.0
4874,72534,5.0
4882,85696,1.0
4897,80132,1.0
4916,73890,1.0
4917,78527,1.0
4918,74231,1.0
4929,83169,3.0
4931,85155,2.0
4990,85155,5.0
5014,71055,1.0
5027,77019,4.0
5045,75710,5.0
5068,84658,4.0
5069,75392,3.0
5091,81099,5.0
5101,72943,1.0
5130,72661,3.0
5152,75728,2.0
5160,75524,1.0
5170,85701,2.0
5191,75782,1.0
5201,71611,3.0
5205,79893,5.0
5215,85253,2.0
5217,75709,3.0
5218,79085,2.0
5225,79921,5.0
5246,79839,4.0
5249,79229,2.0
5250,78527,4.0
5254,71132,1.0
5255,84923,3.0
5258,80225,1.0
5266,80127,1.0
5276,73296,2.0
5278,70912,4.0
5290,79919,5.0
5307,71285,5.0
5316,76938,3.0
5328,73831,3.0
5331,74454,2.0
5335,73943,5.0
5363,85172,3.0
5377,81474,5.0
5390,83454,4.0
5407,73659,1.0
5408,72502,3.0
5426,72466,2.0
5453,83749,4.0
5459,71944,3.0
5483,77061,5.0
5508,80614,2.0
5512,84840,3.0
5516,85253,1.0
5518,79709,3.0
5524,83272,5.0
5536,76343,5.0
5540,80132,3.0
5542,69893,5.0
5548,80411,2.0
5568,76352,4.0
5601,81099,4.0
5605,85285,5.0
5606,75674,5.0
5624,85772,1.0
5627,76449,4.0
5642,77790,1.0
5646,74155,5.0
5647,79520,5.0
5653,69729,5.0
5663,73637,4.0
5668,74841,3.0
5674,80421,4.0
5679,83946,3.0
5680,77534,2.0
5683,85155,5.0
5694,85534,3.0
5710,71177,3.0
5733,71261,3.0
5733,80614,3.0
5741,71407,5.0
5754,78487,1.0
5770,71944,3.0
5770,73648,2.0
5793,71055,3.0
5821,80363,2.0
5835,80285,1.0
5855,71728,3.0
5856,74603,5.0
5861,74472,1.0
5867,77571,4.0
5871,85436,3.0
5882,83221,5.0
5909,79999,2.0
5915,73771,2.0
5950,74822,4.0
5977,76381,5.0
5988,77293,5.0
5991,82850,2.0
6006,83917,2.0
6060,75674,3.0
6063,71537,2.0
6092,74884,3.0
6096,76343,5.0
6106,84451,5.0
6115,80374,1.0
6116,84433,5.0
6126,80312,2.0
6144,78625,1.0
6148,84624,5.0
6154,72943,4.0
6166,72534,4.0
6170,75464,1.0
6171,82473,2.0
6183,80232,5.0
6215,73511,5.0
6218,78564,5.0
6230,74668,2.0
6248,73070,1.0
6259,78946,2.0
6287,78112,2.0
6295,78252,4.0
6300,84624,3.0
6321,73699,4.0
6335,79225,4.0
6343,71785,1.0
6345,71322,1.0
6364,85032,4.0
6370,71290,2.0
6393,72810,4.0
6400,71077,2.0
6401,74049,2.0
6404,82844,2.0
6421,71586,2.0
6423,79436,2.0
6451,78119,2.0
6470,72055,5.0
6489,75789,5.0
6553,79436,4.0
6554,74765,4.0
