userId,itemId,actual_rating,ffnn_predicted_rating
1,72489,0.0,3.0
1,114265,0.0,2.0
1,6615,0.0,3.0
1,7092,0.0,3.0
1,93723,0.0,3.0
1,2511,0.0,3.0
1,123545,0.0,3.0
1,95875,0.0,3.0
1,25927,0.0,3.0
1,4821,0.0,3.0
1,89804,0.0,3.0
1,177593,0.0,3.0
1,72737,0.0,4.0
1,8677,0.0,2.0
1,4292,0.0,3.0
1,2989,0.0,3.0
1,5984,0.0,3.0
1,96283,0.0,2.0
1,5986,0.0,2.0
1,1388,0.0,3.0
1,2540,0.0,3.0
1,4719,0.0,3.0
1,79684,0.0,3.0
1,47261,0.0,3.0
1,4622,0.0,3.0
1,2550,0.0,3.0
1,106002,0.0,3.0
1,4012,0.0,3.0
1,4722,0.0,2.0
1,5853,0.0,3.0
1,694,0.0,3.0
1,87834,0.0,3.0
1,90863,0.0,3.0
1,100507,0.0,3.0
1,11,0.0,4.0
1,109633,0.0,3.0
1,172,0.0,3.0
1,5292,0.0,3.0
1,7932,0.0,3.0
1,5451,0.0,3.0
1,5630,0.0,3.0
1,5424,0.0,3.0
1,66511,0.0,3.0
1,162590,0.0,2.0
1,3499,0.0,4.0
1,104337,0.0,2.0
1,2804,0.0,4.0
1,157432,0.0,2.0
1,173205,0.0,3.0
1,58998,0.0,4.0
1,50802,0.0,3.0
1,6638,0.0,3.0
1,1398,0.0,3.0
1,52579,0.0,3.0
1,4154,0.0,3.0
1,1955,0.0,3.0
1,3363,0.0,4.0
1,108,0.0,3.0
1,53450,0.0,3.0
1,111617,0.0,3.0
1,7007,0.0,3.0
1,3169,0.0,3.0
1,60735,0.0,3.0
1,5501,0.0,3.0
1,4123,0.0,3.0
1,1396,3.0,4.0
1,100611,0.0,3.0
1,43,0.0,3.0
1,4822,0.0,3.0
1,6510,0.0,3.0
1,110718,0.0,2.0
1,2609,0.0,3.0
1,5817,0.0,3.0
1,4077,0.0,3.0
1,1572,0.0,3.0
1,4018,0.0,3.0
1,3095,0.0,4.0
1,3709,0.0,2.0
1,4541,0.0,2.0
1,91628,0.0,3.0
1,140038,0.0,2.0
1,157865,0.0,3.0
1,357,0.0,4.0
1,78209,0.0,3.0
1,6902,0.0,3.0
1,2046,4.0,3.0
1,1440,0.0,2.0
1,152081,0.0,4.0
1,7443,0.0,3.0
1,3442,0.0,3.0
1,148424,0.0,3.0
1,133115,0.0,3.0
1,57526,0.0,3.0
1,4251,0.0,3.0
1,4202,0.0,3.0
1,105,0.0,3.0
1,3016,0.0,3.0
1,3586,0.0,2.0
4,72489,0.0,3.0
4,114265,0.0,2.0
4,6615,0.0,2.0
4,7092,0.0,2.0
4,93723,0.0,2.0
4,2511,0.0,3.0
4,123545,0.0,2.0
4,95875,0.0,3.0
4,25927,0.0,3.0
4,4821,0.0,3.0
4,89804,0.0,3.0
4,177593,0.0,3.0
4,72737,0.0,4.0
4,8677,0.0,2.0
4,4292,0.0,3.0
4,2989,0.0,3.0
4,5984,0.0,2.0
4,96283,0.0,2.0
4,5986,0.0,2.0
4,1388,0.0,3.0
4,2540,0.0,2.0
4,4719,0.0,3.0
4,79684,0.0,2.0
4,47261,0.0,3.0
4,4622,0.0,2.0
4,2550,0.0,3.0
4,106002,0.0,3.0
4,4012,0.0,3.0
4,4722,0.0,2.0
4,5853,0.0,2.0
4,694,0.0,3.0
4,87834,0.0,2.0
4,90863,0.0,2.0
4,100507,0.0,3.0
4,11,0.0,3.0
4,109633,0.0,2.0
4,172,0.0,2.0
4,5292,0.0,3.0
4,7932,0.0,2.0
4,5451,0.0,3.0
4,5630,0.0,3.0
4,5424,0.0,3.0
4,66511,0.0,2.0
4,162590,0.0,2.0
4,3499,0.0,3.0
4,104337,0.0,2.0
4,2804,0.0,4.0
4,157432,0.0,2.0
4,173205,0.0,2.0
4,58998,0.0,3.0
4,50802,0.0,2.0
4,6638,0.0,2.0
4,1398,0.0,2.0
4,52579,0.0,2.0
4,4154,0.0,2.0
4,1955,0.0,3.0
4,3363,0.0,4.0
4,108,0.0,2.0
4,53450,0.0,2.0
4,111617,0.0,3.0
4,7007,0.0,3.0
4,3169,0.0,3.0
4,60735,0.0,2.0
4,5501,0.0,2.0
4,4123,0.0,2.0
4,1396,0.0,3.0
4,100611,0.0,3.0
4,43,0.0,3.0
4,4822,0.0,2.0
4,6510,0.0,2.0
4,110718,0.0,2.0
4,2609,0.0,2.0
4,5817,0.0,3.0
4,4077,0.0,3.0
4,1572,0.0,2.0
4,4018,0.0,3.0
4,3095,0.0,3.0
4,3709,0.0,2.0
4,4541,0.0,2.0
4,91628,0.0,2.0
4,140038,0.0,2.0
4,157865,0.0,2.0
4,357,3.0,3.0
4,78209,0.0,3.0
4,6902,0.0,3.0
4,2046,0.0,3.0
4,1440,0.0,2.0
4,152081,0.0,3.0
4,7443,0.0,2.0
4,3442,0.0,2.0
4,148424,0.0,3.0
4,133115,0.0,2.0
4,57526,0.0,2.0
4,4251,0.0,2.0
4,4202,0.0,2.0
4,105,0.0,3.0
4,3016,0.0,3.0
4,3586,0.0,2.0
5,72489,0.0,3.0
5,114265,0.0,2.0
5,6615,0.0,2.0
5,7092,0.0,2.0
5,93723,0.0,2.0
5,2511,0.0,3.0
5,123545,0.0,2.0
5,95875,0.0,2.0
5,25927,0.0,2.0
5,4821,0.0,2.0
5,89804,0.0,3.0
5,177593,0.0,3.0
5,72737,0.0,3.0
5,8677,0.0,1.0
5,4292,0.0,2.0
5,2989,0.0,3.0
5,5984,0.0,2.0
5,96283,0.0,2.0
5,5986,0.0,1.0
5,1388,0.0,3.0
5,2540,0.0,2.0
5,4719,0.0,3.0
5,79684,0.0,2.0
5,47261,0.0,2.0
5,4622,0.0,2.0
5,2550,0.0,3.0
5,106002,0.0,3.0
5,4012,0.0,3.0
5,4722,0.0,2.0
5,5853,0.0,2.0
5,694,0.0,3.0
5,87834,0.0,2.0
5,90863,0.0,2.0
5,100507,0.0,2.0
5,11,0.0,3.0
5,109633,0.0,2.0
5,172,0.0,2.0
5,5292,0.0,2.0
5,7932,0.0,2.0
5,5451,0.0,3.0
5,5630,0.0,3.0
5,5424,0.0,2.0
5,66511,0.0,2.0
5,162590,0.0,2.0
5,3499,0.0,3.0
5,104337,0.0,1.0
5,2804,0.0,3.0
5,157432,0.0,2.0
5,173205,0.0,2.0
5,58998,0.0,3.0
5,50802,0.0,2.0
5,6638,0.0,2.0
5,1398,0.0,2.0
5,52579,0.0,2.0
5,4154,0.0,2.0
5,1955,0.0,3.0
5,3363,0.0,3.0
5,108,0.0,2.0
5,53450,0.0,2.0
5,111617,0.0,3.0
5,7007,0.0,3.0
5,3169,0.0,3.0
5,60735,0.0,2.0
5,5501,0.0,2.0
5,4123,0.0,2.0
5,1396,0.0,3.0
5,100611,0.0,2.0
5,43,0.0,3.0
5,4822,0.0,2.0
5,6510,0.0,2.0
5,110718,0.0,1.0
5,2609,0.0,2.0
5,5817,0.0,2.0
5,4077,0.0,2.0
5,1572,0.0,2.0
5,4018,0.0,3.0
5,3095,0.0,3.0
5,3709,0.0,1.0
5,4541,0.0,1.0
5,91628,0.0,2.0
5,140038,0.0,2.0
5,157865,0.0,2.0
5,357,2.0,3.0
5,78209,0.0,3.0
5,6902,0.0,2.0
5,2046,0.0,3.0
5,1440,0.0,1.0
5,152081,0.0,3.0
5,7443,0.0,2.0
5,3442,0.0,2.0
5,148424,0.0,2.0
5,133115,0.0,2.0
5,57526,0.0,2.0
5,4251,0.0,2.0
5,4202,0.0,2.0
5,105,0.0,3.0
5,3016,0.0,3.0
5,3586,0.0,2.0
6,72489,0.0,3.0
6,114265,0.0,3.0
6,6615,0.0,3.0
6,7092,0.0,3.0
6,93723,0.0,3.0
6,2511,0.0,4.0
6,123545,0.0,3.0
6,95875,0.0,3.0
6,25927,0.0,3.0
6,4821,0.0,3.0
