userId,itemId,actual_rating,mf_predicted_rating
1,11,0.0,2.4
1,43,0.0,3.0
1,105,0.0,2.4
1,108,0.0,2.2
1,172,0.0,2.4
1,357,0.0,2.7
1,694,0.0,2.7
1,1388,0.0,2.4
1,1396,3.0,3.0
1,1398,0.0,1.8
1,1440,0.0,0.8
1,1572,0.0,-0.3
1,1955,0.0,3.3
1,2046,4.0,3.8
1,2511,0.0,3.6
1,2540,0.0,2.1
1,2550,0.0,3.6
1,2609,0.0,2.4
1,2804,0.0,3.2
1,2989,0.0,2.9
1,3016,0.0,2.8
1,3095,0.0,3.4
1,3169,0.0,2.9
1,3363,0.0,3.4
1,3442,0.0,0.7
1,3499,0.0,3.6
1,3709,0.0,2.2
1,4012,0.0,2.5
1,4018,0.0,2.8
1,4077,0.0,3.7
1,4123,0.0,1.6
1,4154,0.0,3.3
1,4202,0.0,2.2
1,4251,0.0,1.8
1,4292,0.0,2.8
1,4622,0.0,1.8
1,4719,0.0,2.2
1,4722,0.0,2.2
1,4821,0.0,3.1
1,4822,0.0,2.0
1,5292,0.0,2.9
1,5424,0.0,2.4
1,5451,0.0,2.8
1,5501,0.0,1.3
1,5630,0.0,3.0
1,5817,0.0,3.8
1,5853,0.0,3.0
1,5984,0.0,3.8
1,5986,0.0,-0.2
1,6510,0.0,2.5
1,6615,0.0,2.1
1,6638,0.0,2.2
1,7007,0.0,3.2
1,7092,0.0,2.8
1,7443,0.0,3.8
1,7932,0.0,2.9
1,8677,0.0,1.0
1,47261,0.0,2.7
1,50802,0.0,2.6
1,52579,0.0,2.3
1,57526,0.0,2.3
1,58998,0.0,2.9
1,66511,0.0,0.2
1,72489,0.0,2.9
1,72737,0.0,3.1
1,78209,0.0,2.7
1,79684,0.0,3.4
1,89804,0.0,3.1
1,90863,0.0,2.9
1,91628,0.0,-0.1
1,93723,0.0,2.1
1,95875,0.0,2.5
1,100507,0.0,2.8
1,100611,0.0,2.8
1,106002,0.0,2.9
1,109633,0.0,3.7
1,110718,0.0,0.1
