userId,itemId,rating
9,77527,1.0
15,81035,2.0
144,73225,5.0
177,82164,4.0
199,83040,2.0
299,69893,4.0
432,69856,2.0
445,76007,3.0
457,84094,3.0
460,79817,2.0
505,73070,3.0
528,72390,5.0
557,78979,5.0
560,76007,2.0
614,76343,5.0
732,76801,2.0
745,78214,5.0
764,80677,5.0
766,85751,2.0
767,69959,3.0
772,77117,1.0
781,75428,2.0
830,78167,1.0
888,78545,3.0
923,69725,2.0
1077,74274,3.0
1094,76801,1.0
1146,71944,3.0
1302,71004,3.0
1404,76801,2.0
1445,71724,2.0
1460,75464,3.0
1479,85184,3.0
1505,75952,3.0
1523,85751,2.0
1688,80397,1.0
1745,69906,3.0
1755,75674,1.0
1973,81031,2.0
2042,76263,4.0
2102,85240,5.0
2104,85628,5.0
2178,84913,5.0
2193,77293,5.0
2226,69886,3.0
2304,85184,5.0
2418,76870,5.0
2455,71944,3.0
2460,70960,1.0
2470,73597,1.0
2619,83183,5.0
2621,75953,3.0
2680,83295,3.0
2704,75688,3.0
2735,76007,1.0
2747,84595,1.0
2769,75464,4.0
2782,69906,1.0
2800,83908,5.0
2899,75647,5.0
3069,69690,1.0
3082,77433,3.0
3151,71350,2.0
3156,69751,1.0
3210,84094,1.0
3222,85253,4.0
3264,70658,3.0
3341,80386,2.0
3344,85285,5.0
3397,71350,5.0
3634,71724,5.0
3715,75953,2.0
3743,83110,4.0
3800,81019,3.0
3856,71784,2.0
3908,77233,2.0
3927,70120,5.0
3986,77673,1.0
4063,74281,1.0
4091,75952,4.0
4234,80820,4.0
4264,81035,1.0
4325,80374,3.0
4436,81031,2.0
4444,70658,1.0
4449,78511,3.0
4515,76670,3.0
4596,75698,1.0
4613,69751,2.0
4728,77186,4.0
4827,77186,2.0
4852,78979,4.0
4869,81035,3.0
4918,74231,1.0
5068,84658,4.0
5170,85701,2.0
5215,85253,2.0
5254,71132,1.0
5258,80225,1.0
5276,73296,2.0
5328,73831,3.0
5331,74454,2.0
5377,81474,5.0
5459,71944,3.0
5516,85253,1.0
5536,76343,5.0
5542,69893,5.0
5568,76352,4.0
5605,85285,5.0
5606,75674,5.0
5770,71944,3.0
5821,80363,2.0
5861,74472,1.0
5867,77571,4.0
5988,77293,5.0
6060,75674,3.0
6063,71537,2.0
6096,76343,5.0
6106,84451,5.0
6115,80374,1.0
6170,75464,1.0
6230,74668,2.0
6248,73070,1.0
6335,79225,4.0
6345,71322,1.0
6370,71290,2.0
6489,75789,5.0
6640,69886,2.0
6642,74817,5.0
6689,71959,5.0
6691,81035,3.0
6765,81269,1.0
6818,69751,1.0
6836,75058,5.0
7010,79457,1.0
7040,83110,3.0
7048,83936,2.0
7075,71950,4.0
7079,84266,2.0
7140,71004,1.0
7261,74725,5.0
7301,81409,5.0
7397,82046,3.0
7415,75698,3.0
7434,83921,5.0
7470,72812,3.0
7543,75952,4.0
7612,84882,5.0
7625,74725,3.0
7675,83908,5.0
7694,81423,3.0
7705,83183,3.0
7772,83156,5.0
7998,82046,2.0
8047,84882,2.0
8080,85628,1.0
8155,73597,3.0
8323,76670,2.0
8386,69892,5.0
8484,83087,2.0
8498,76870,4.0
8543,84658,1.0
