userId,itemId,rating
9,77527,1.0
15,81035,2.0
15,73006,1.0
46,72816,5.0
94,80871,4.0
130,85696,4.0
144,73225,5.0
158,79709,5.0
177,82164,4.0
190,80875,4.0
199,83040,2.0
219,76284,5.0
228,77613,1.0
299,69893,4.0
378,74601,3.0
388,83350,1.0
432,69856,2.0
433,69687,2.0
445,76007,3.0
457,84094,3.0
460,79817,2.0
466,77929,3.0
476,82090,5.0
481,69924,2.0
505,73070,3.0
528,72390,5.0
557,78979,5.0
560,76007,2.0
614,76343,5.0
632,75559,4.0
661,81071,5.0
674,73152,5.0
701,72103,5.0
709,79145,2.0
732,76801,2.0
745,78214,5.0
764,80677,5.0
766,85751,2.0
767,69959,3.0
772,77117,1.0
781,75428,2.0
830,78167,1.0
855,83350,5.0
888,78545,3.0
896,80411,1.0
913,73483,2.0
923,69725,2.0
958,80871,5.0
1047,78187,3.0
1077,74274,3.0
1094,76801,1.0
1114,78988,4.0
1119,76773,2.0
1129,82824,1.0
1146,71944,3.0
1152,85385,1.0
1180,72534,3.0
1184,82628,2.0
1192,84793,5.0
1194,83946,5.0
1239,83254,3.0
1302,71004,3.0
1311,73152,1.0
1311,75392,3.0
1368,71371,3.0
1375,78119,5.0
1404,76801,2.0
1445,71724,2.0
1460,75464,3.0
1479,85184,3.0
1495,71286,3.0
1505,75952,3.0
1523,85751,2.0
1552,74216,4.0
1575,80483,3.0
1583,74216,5.0
1611,75353,5.0
1678,74892,1.0
1688,80397,1.0
1745,69906,3.0
1755,75674,1.0
1832,72300,5.0
1876,83169,1.0
1928,76627,1.0
1973,81031,2.0
2042,76263,4.0
2052,73300,1.0
2079,73617,1.0
2079,73659,3.0
2094,72988,4.0
2102,85240,5.0
2104,85628,5.0
2157,71149,3.0
2178,84913,5.0
2193,80891,3.0
2193,77293,5.0
2208,78119,1.0
2226,69886,3.0
2267,73566,3.0
2301,83254,3.0
2304,85184,5.0
2385,78964,5.0
2418,76870,5.0
2422,81998,5.0
2455,71944,3.0
2460,70960,1.0
2470,73597,1.0
2520,71188,2.0
2619,83183,5.0
2621,75953,3.0
2642,78091,4.0
2680,83295,3.0
2704,75688,3.0
2705,70509,2.0
2718,80871,2.0
2735,76007,1.0
2747,84595,1.0
2756,83902,1.0
2764,81998,4.0
2769,75464,4.0
2782,69906,1.0
2800,83908,5.0
2805,72745,5.0
2835,80628,5.0
2875,73647,1.0
2899,75647,5.0
2952,83254,1.0
2970,80483,5.0
3038,78152,5.0
3050,83316,4.0
3069,69690,1.0
3082,77433,3.0
3110,77090,5.0
3133,72007,2.0
3151,71350,2.0
3151,76773,5.0
3156,69751,1.0
3166,82030,4.0
3166,84809,2.0
3210,84094,1.0
3222,85253,4.0
3264,70658,3.0
3300,80472,5.0
3341,80386,2.0
3344,85285,5.0
3397,71350,5.0
3543,75594,5.0
3574,75594,5.0
3611,71371,3.0
3634,71724,5.0
3715,75953,2.0
3743,83110,4.0
3755,83946,5.0
3800,81019,3.0
3812,71591,5.0
3856,71784,2.0
3886,73300,3.0
3908,77233,2.0
3927,70120,5.0
3946,76627,4.0
3957,85696,2.0
3986,77673,1.0
3994,84793,5.0
4019,71149,2.0
4051,80827,5.0
4063,74281,1.0
4091,75952,4.0
4141,83749,1.0
4217,84793,5.0
4234,80820,4.0
4254,73943,3.0
4264,81035,1.0
4325,80374,3.0
4326,71591,1.0
4335,80473,2.0
4395,70509,5.0
4418,83713,1.0
4436,81031,2.0
4442,72816,5.0
4444,70658,1.0
4449,78511,3.0
4474,73647,4.0
4480,73086,3.0
4515,76670,3.0
4526,84179,3.0
4535,84078,5.0
4558,76284,1.0
4596,75698,1.0
4613,69751,2.0
4626,73699,5.0
4667,74503,5.0
4708,77920,3.0
4728,77186,4.0
4751,69687,1.0
4765,71286,1.0
4802,84179,3.0
4827,77186,2.0
4836,78119,5.0
4852,78979,4.0
4864,70509,1.0
4869,81035,3.0
4874,72534,5.0
4882,85696,1.0
4918,74231,1.0
4929,83169,3.0
4931,85155,2.0
4990,85155,5.0
5068,84658,4.0
5069,75392,3.0
5101,72943,1.0
5170,85701,2.0
5205,79893,5.0
5215,85253,2.0
5254,71132,1.0
5258,80225,1.0
5276,73296,2.0
5328,73831,3.0
5331,74454,2.0
5335,73943,5.0
5377,81474,5.0
5407,73659,1.0
5408,72502,3.0
5453,83749,4.0
5459,71944,3.0
5483,77061,5.0
5516,85253,1.0
5518,79709,3.0
5536,76343,5.0
5542,69893,5.0
5548,80411,2.0
5568,76352,4.0
5605,85285,5.0
5606,75674,5.0
5646,74155,5.0
5663,73637,4.0
5679,83946,3.0
5680,77534,2.0
5683,85155,5.0
5733,71261,3.0
5770,71944,3.0
5770,73648,2.0
5821,80363,2.0
5861,74472,1.0
5867,77571,4.0
5871,85436,3.0
5988,77293,5.0
6060,75674,3.0
6063,71537,2.0
6096,76343,5.0
6106,84451,5.0
6115,80374,1.0
6144,78625,1.0
6148,84624,5.0
6154,72943,4.0
6166,72534,4.0
6170,75464,1.0
6230,74668,2.0
6248,73070,1.0
6300,84624,3.0
6321,73699,4.0
6335,79225,4.0
6343,71785,1.0
6345,71322,1.0
6370,71290,2.0
6400,71077,2.0
6423,79436,2.0
6451,78119,2.0
6489,75789,5.0
6553,79436,4.0
6554,74765,4.0
6611,78594,5.0
6640,69886,2.0
6642,74817,5.0
6644,84179,2.0
6663,73617,5.0
6674,81652,5.0
6689,71959,5.0
6691,81035,3.0
6693,72943,3.0
6765,81269,1.0
6772,84624,5.0
6787,82741,3.0
6818,69751,1.0
6836,75058,5.0
7010,79457,1.0
7032,75416,1.0
7040,83110,3.0
7048,83936,2.0
7075,71950,4.0
7079,84266,2.0
7140,71004,1.0
7209,83240,3.0
7221,71401,2.0
7240,80827,5.0
7261,74725,5.0
7301,81409,5.0
7311,76773,1.0
7339,75353,2.0
7373,80725,2.0
7386,73724,5.0
7397,82046,3.0
7415,75698,3.0
7434,83921,5.0
7470,72812,3.0
7512,76304,3.0
7543,75952,4.0
7612,83315,2.0
7612,84882,5.0
7625,74725,3.0
7672,80725,5.0
7675,83908,5.0
7691,79145,3.0
7694,81423,3.0
7705,83183,3.0
7772,83156,5.0
7846,71286,3.0
7885,83316,5.0
7910,69989,5.0
7998,82046,2.0
8018,77534,3.0
8047,84882,2.0
8080,85628,1.0
8155,73597,3.0
8292,75979,3.0
8323,76670,2.0
8386,69892,5.0
8420,83749,2.0
8484,83087,2.0
8498,76870,4.0
8543,84658,1.0
8555,73300,3.0
