userId,itemId,actual_rating,mf_predicted_rating
11,0,0.0,1.0
11,1,4.5,4.6
11,2,4.0,3.7
11,3,5.0,4.9
11,4,4.0,4.0
11,5,4.0,4.0
12,0,0.0,1.0
12,1,4.0,3.8
12,2,2.0,2.2
12,3,0.0,3.1
12,4,0.0,2.7
12,5,0.0,2.3
13,0,0.0,1.0
13,1,4.5,4.4
13,2,3.0,3.0
13,3,0.0,4.0
13,4,0.0,3.4
13,5,0.0,3.1
14,0,0.0,1.0
14,1,0.0,3.5
14,2,0.0,2.5
14,3,0.0,3.5
14,4,4.0,3.8
14,5,3.0,3.1
15,0,0.0,1.0
15,1,4.0,4.0
15,2,0.0,3.5
15,3,5.0,5.0
15,4,0.0,4.4
15,5,5.0,4.9
16,0,0.0,1.0
16,1,0.0,4.5
16,2,0.0,3.6
16,3,0.0,5.0
16,4,5.0,5.0
16,5,5.0,4.9
17,0,0.0,1.0
17,1,0.0,3.9
17,2,0.0,3.3
17,3,0.0,4.8
17,4,0.0,4.5
17,5,5.0,4.9
18,0,0.0,1.0
18,1,5.0,4.9
18,2,0.0,3.3
18,3,0.0,4.5
18,4,4.0,4.0
18,5,0.0,3.6
88,0,0.0,1.0
88,1,0.0,1.0
88,2,0.0,1.0
88,3,0.0,1.0
88,4,0.0,1.0
88,5,0.0,1.0
99,0,0.0,1.0
99,1,0.0,1.0
99,2,0.0,1.0
99,3,0.0,1.0
99,4,0.0,1.0
99,5,0.0,1.0
100,0,0.0,1.0
100,1,0.0,1.0
100,2,0.0,1.0
100,3,0.0,1.0
100,4,0.0,1.0
100,5,0.0,1.0
