userId,itemId,rating
3138,77734,1.0
7990,74224,3.0
5605,85285,5.0
5333,78872,5.0
6013,81447,5.0
8353,85301,3.0
3770,79382,5.0
4479,81609,2.0
2688,81794,2.0
4864,80076,2.0
7396,81153,5.0
186,84229,4.0
2314,80516,5.0
4872,82894,4.0
4190,71985,5.0
2864,73975,1.0
68,75699,5.0
4457,71086,4.0
2000,81420,5.0
912,78962,3.0
685,77497,4.0
593,70943,1.0
5169,77387,5.0
3912,85104,1.0
7698,78442,2.0
2445,78235,1.0
4691,85715,2.0
4370,71397,1.0
2875,73712,2.0
2323,75605,3.0
6759,77330,5.0
7602,70992,4.0
2401,80626,1.0
7988,75188,3.0
2172,73739,2.0
5787,79210,5.0
3812,73895,4.0
3005,70136,5.0
5971,78761,2.0
7259,83631,3.0
3704,79613,4.0
5198,81755,3.0
4906,72672,3.0
3905,76799,2.0
5752,73809,2.0
617,79343,3.0
4484,70754,4.0
2061,77069,1.0
414,84795,5.0
2717,78200,1.0
6525,85448,3.0
2171,77176,5.0
3126,76865,5.0
4024,79078,1.0
2318,70683,5.0
6358,73559,3.0
1785,78295,5.0
1521,76696,4.0
443,81061,5.0
26,81561,2.0
463,79459,5.0
1928,76627,1.0
6158,83231,5.0
6552,74745,3.0
2736,80259,2.0
2475,81675,2.0
999,72781,5.0
3358,77539,4.0
6744,84871,3.0
5754,78702,3.0
7026,75217,1.0
5041,70428,5.0
7045,82361,3.0
1352,75167,4.0
2854,70704,3.0
1946,83720,1.0
4885,80041,5.0
1589,74659,3.0
1719,75147,2.0
3025,74650,3.0
6433,82389,5.0
7371,85815,2.0
5191,76002,5.0
4276,75144,1.0
1694,82706,3.0
2956,73491,1.0
1235,74564,5.0
5053,78941,2.0
4714,70865,2.0
5405,69697,5.0
2967,79717,3.0
5795,81833,3.0
312,76654,5.0
4189,79514,1.0
7300,78541,2.0
6517,71516,1.0
5875,81498,5.0
2423,71035,4.0
2525,80833,5.0
4967,71005,5.0
2747,84203,2.0
6385,77369,3.0
5068,80198,5.0
2858,73998,4.0
91,85257,4.0
5419,82377,1.0
1170,83133,3.0
1688,76608,1.0
6313,83193,3.0
3627,73564,4.0
7778,82572,3.0
4073,83734,3.0
669,79522,4.0
3179,82500,2.0
3200,76244,5.0
3768,74378,5.0
3663,72949,5.0
877,77516,2.0
5111,73838,4.0
2205,73870,4.0
4882,85696,1.0
7896,71887,5.0
760,84808,5.0
7822,76941,2.0
1929,83337,1.0
4631,85539,3.0
4964,83368,5.0
2034,70107,1.0
6791,85040,5.0
2195,78541,3.0
3357,79637,4.0
8586,79280,4.0
6404,71655,1.0
180,72148,5.0
3166,84809,2.0
2975,81632,4.0
7770,80738,5.0
2755,70613,3.0
1252,84763,5.0
5173,71743,1.0
7941,77680,4.0
3411,85882,2.0
2817,79950,1.0
6510,85383,5.0
6436,80956,5.0
2686,74607,5.0
384,85563,4.0
5228,85378,2.0
6077,75638,3.0
1038,71551,2.0
7692,79297,5.0
7616,82618,2.0
6366,80021,3.0
1417,72693,3.0
2676,85574,2.0
