userId,itemId,rating
11,1,3.4
11,2,2.9
11,3,4.2
11,4,2.4
11,5,2.5
11,6,2.4
11,7,2.5
11,8,2.5
11,9,3.4
11,10,2.5
11,11,2.6
11,12,2.6
11,13,2.6
11,14,3.5
11,15,2.5
11,16,2.5
11,17,2.2
11,18,2.5
11,19,2.5
11,20,2.7
11,21,2.8
11,22,2.7
11,23,2.5
11,24,2.5
11,69745,2.4
11,69833,2.6
11,69834,2.6
11,69835,2.5
11,69926,3.4
11,69664,3.0
12,1,2.8
12,2,2.3
12,3,3.7
12,4,1.8
12,5,1.9
12,6,1.8
12,7,1.9
12,8,1.9
12,9,2.8
12,10,1.9
12,11,2.0
12,12,2.0
12,13,2.0
12,14,2.9
12,15,1.9
12,16,1.8
12,17,1.6
12,18,1.8
12,19,1.9
12,20,2.0
12,21,2.1
12,22,2.0
12,23,1.9
12,24,1.9
12,69745,1.7
12,69833,2.0
12,69834,2.0
12,69835,1.9
12,69926,2.8
12,69664,2.3
13,1,1.0
13,2,1.0
13,3,3.0
13,4,1.1
13,5,1.2
13,6,1.1
13,7,1.2
13,8,1.2
13,9,2.1
13,10,1.2
13,11,0.9
13,12,0.9
13,13,1.3
13,14,2.1
13,15,1.2
13,16,1.1
13,17,1.0
13,18,1.2
13,19,1.2
13,20,1.4
13,21,1.4
13,22,1.3
13,23,1.2
13,24,1.3
13,69745,1.1
13,69833,1.3
13,69834,1.3
13,69835,1.2
13,69926,2.1
13,69664,1.6
15,1,2.2
15,2,1.7
15,3,3.1
15,4,1.3
15,5,1.4
15,6,1.3
15,7,1.4
15,8,1.3
15,9,2.3
15,10,1.4
15,11,1.0
15,12,1.0
15,13,1.5
15,14,2.3
15,15,1.4
15,16,1.3
15,17,0.8
15,18,1.3
15,19,1.4
15,20,1.5
15,21,1.0
15,22,1.5
15,23,1.3
15,24,1.4
15,69745,0.9
15,69833,1.5
15,69834,1.5
15,69835,1.4
15,69926,5.0
15,69664,1.2
17,1,1.3
17,2,0.9
17,3,2.3
17,4,0.5
17,5,0.5
17,6,0.5
17,7,0.4
17,8,0.5
17,9,1.4
17,10,0.4
17,11,0.4
17,12,0.4
17,13,0.7
17,14,1.4
17,15,0.6
17,16,0.5
17,17,0.4
17,18,0.5
17,19,0.6
17,20,0.7
17,21,0.8
17,22,0.7
17,23,0.5
17,24,0.4
17,69745,0.5
17,69833,0.6
17,69834,0.6
17,69835,0.4
17,69926,1.4
17,69664,5.0
